dtstart,dtend,uid,description,salle
2023-10-26T11:00:00Z,2023-10-26T14:00:00Z,Cours-7115-18-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION DE CONCEPTI\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalles : Stat 6 = Info - C 129, Stat 7 = Info - C 128\nType : TP\n","Stat 6 = Info - C 129, Stat 7 = Info - C 128"
2024-01-16T09:00:00Z,2024-01-16T12:00:00Z,Cours-7182-30-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION DE CONCEPTI\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalles : Stat 1 = Info - C 137, Stat 2 = Info - C 136\nType : TP\n","Stat 1 = Info - C 137, Stat 2 = Info - C 136"
2023-12-01T07:30:00Z,2023-12-01T09:00:00Z,Cours-67783-23-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Cla\nSalle : S7 = C 032\nType : Evaluation\n",S7 = C 032
2024-03-19T10:30:00Z,2024-03-19T12:00:00Z,Cours-71329-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 VEILLE TECHNOLOGIQUE\nEnseignant : LEFEVRE Fabrice\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",Stat 1 = Info - C 137
2024-01-09T15:00:00Z,2024-01-09T18:00:00Z,Cours-20569-29-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 GESTION DE PROJET\nEnseignant : COSTA Jean-pierre\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Blaise\nType : Evaluation\n",Amphi Blaise
2024-01-09T10:30:00Z,2024-01-09T12:00:00Z,Cours-20588-29-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 GESTION DE PROJET\nEnseignant : COSTA Jean-pierre\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Ada\nType : CM\n",Amphi Ada
2023-10-09T12:30:00Z,2023-10-09T15:30:00Z,Cours-20601-16-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 2 PROGRAMMATION PARALLELE\nEnseignant : PELERIN Aurelien\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 8 = Info - C 127\nType : TP\n,Stat 8 = Info - C 127
2023-10-18T08:00:00Z,2023-10-18T09:30:00Z,Cours-29623-17-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1\nSalle : S3 = C 036\nType : TP\n,S3 = C 036
2023-11-08T09:00:00Z,2023-11-08T10:30:00Z,Cours-29623-20-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1\nSalle : S3 = C 036\nType : TP\n,S3 = C 036
2023-09-18T11:00:00Z,2023-09-18T14:00:00Z,Cours-29631-13-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MANAGEMENT PAR LES PROC\nEnseignant : PUY CAZCARRA Emmanuel\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Ada\nType : CM\n",Amphi Ada
2023-09-18T14:00:00Z,2023-09-18T17:00:00Z,Cours-29643-13-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : PUY CAZCARRA Emmanuel\nTD : M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Ada\nType : CM\n",Amphi Ada
2023-10-12T11:00:00Z,2023-10-12T14:00:00Z,Cours-29646-16-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 2 PROGRAMMATION PARALLELE\nEnseignant : PELERIN Aurelien\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 8 = Info - C 127\nType : TP\n,Stat 8 = Info - C 127
2023-12-13T15:00:00Z,2023-12-13T18:00:00Z,Cours-29703-25-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MANAGEMENT PAR LES PROC\nEnseignant : PUY CAZCARRA Emmanuel\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Blaise\nType : CM\n",Amphi Blaise
2023-12-21T10:30:00Z,2023-12-21T12:00:00Z,Cours-29706-26-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MANAGEMENT PAR LES PROC\nEnseignant : PUY CAZCARRA Emmanuel\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Blaise\nType : Evaluation\n",Amphi Blaise
2023-12-14T12:00:00Z,2023-12-14T15:00:00Z,Cours-30340-25-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : CISCO = C 133 reseaux\nType : TP\n,CISCO = C 133 reseaux
2023-11-06T13:30:00Z,2023-11-06T15:00:00Z,Cours-30940-20-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : PUY CAZCARRA Emmanuel\nTD : M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Blaise\nType : CM\n",Amphi Blaise
2023-09-12T11:00:00Z,2023-09-12T12:30:00Z,Cours-31014-12-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROGRAMMATION PARALLELE\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Amphi Blaise\nType : CM\n",Amphi Blaise
2023-10-11T06:30:00Z,2023-10-11T09:30:00Z,Cours-31202-16-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 DESIGN PATTERN AVANCE\nEnseignant : NABITZ Sophie\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1\nSalle : Amphi Ada\nType : CM\n",Amphi Ada
2023-12-20T12:00:00Z,2023-12-20T15:00:00Z,Cours-31239-26-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : CISCO = C 133 reseaux\nType : TP\n,CISCO = C 133 reseaux
2023-09-21T14:00:00Z,2023-09-21T17:00:00Z,Cours-31240-13-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 DESIGN PATTERN AVANCE\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 1 = Info - C 137\nType : TP\n,Stat 1 = Info - C 137
2023-12-08T12:00:00Z,2023-12-08T13:30:00Z,Cours-31263-24-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1\nSalle : S3 = C 036\nType : TP\n,S3 = C 036
2023-12-15T12:00:00Z,2023-12-15T13:30:00Z,Cours-31263-25-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1\nSalle : S3 = C 036\nType : TP\n,S3 = C 036
2023-12-06T15:00:00Z,2023-12-06T18:00:00Z,Cours-31632-24-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : CISCO = C 133 reseaux\nType : TP\n,CISCO = C 133 reseaux
2023-12-07T16:30:00Z,2023-12-07T18:00:00Z,Cours-31806-24-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 DESIGN PATTERN AVANCE\nEnseignant : NABITZ Sophie\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1\nSalle : Amphi Ada\nType : Evaluation\n",Amphi Ada
2023-12-14T15:00:00Z,2023-12-14T18:00:00Z,Cours-31918-25-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : CISCO = C 133 reseaux\nType : TP\n,CISCO = C 133 reseaux
2023-12-06T09:00:00Z,2023-12-06T12:00:00Z,Cours-32068-24-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : RES = C 132 Reseaux\nType : TP\n,RES = C 132 Reseaux
2023-12-21T13:30:00Z,2023-12-21T15:00:00Z,Cours-33440-26-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 INSERTION PROFESSIONNEL\nEnseignant : BROCHARD Marc\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S6 = C 022\nType : Evaluation\nMemo : NE PAS DEPLACER\n",S6 = C 022
2023-12-22T15:00:00Z,2023-12-22T18:00:00Z,Cours-33494-26-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 INSERTION PROFESSIONNEL\nEnseignant : BROCHARD Marc\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Amphi Ada\nType : TD\nMemo : NE PAS DEPLACER\n",Amphi Ada
2023-11-24T09:00:00Z,2023-11-24T12:00:00Z,Cours-33514-22-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION DE CONCEPTI\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalles : CERI, Stat 2 = Info - C 136, Stat 3 = Info - C 135\nType : TP\n","CERI, Stat 2 = Info - C 136, Stat 3 = Info - C 135"
2023-12-01T09:00:00Z,2023-12-01T12:00:00Z,Cours-33514-23-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION DE CONCEPTI\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalles : Stat 1 = Info - C 137, Stat 2 = Info - C 136\nType : TP\n","Stat 1 = Info - C 137, Stat 2 = Info - C 136"
2023-12-08T09:00:00Z,2023-12-08T12:00:00Z,Cours-33514-24-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION DE CONCEPTI\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalles : Stat 1 = Info - C 137, Stat 2 = Info - C 136\nType : TP\n","Stat 1 = Info - C 137, Stat 2 = Info - C 136"
2023-10-17T14:00:00Z,2023-10-17T17:00:00Z,Cours-35391-17-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MANAGEMENT PAR LES PROC\nEnseignant : MARTIN Yannis\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Blaise\nType : CM\n",Amphi Blaise
2023-11-07T15:00:00Z,2023-11-07T18:00:00Z,Cours-35437-20-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 4 APPLICATION DE MSI\nEnseignant : MARTIN Yannis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat9 = Info - C 026\nType : TP\n,Stat9 = Info - C 026
2023-10-20T06:30:00Z,2023-10-20T09:30:00Z,Cours-35448-17-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 3 URBANISATION\nEnseignant : LABRAK Yanis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 8 = Info - C 127\nType : TP\n,Stat 8 = Info - C 127
2023-09-19T12:30:00Z,2023-09-19T14:00:00Z,Cours-37212-13-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROGRAMMATION PARALLELE\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1\nSalle : Amphi Blaise\nType : CM\n",Amphi Blaise
2023-11-15T07:30:00Z,2023-11-15T10:30:00Z,Cours-37512-21-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 4 APPLICATION DE MSI\nEnseignant : MARTIN Yannis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 8 = Info - C 127\nType : TP\n,Stat 8 = Info - C 127
2023-12-22T13:30:00Z,2023-12-22T15:00:00Z,Cours-37759-26-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1\nSalle : S3 = C 036\nType : TP\n,S3 = C 036
2023-11-16T13:30:00Z,2023-11-16T15:00:00Z,Cours-37892-21-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1\nSalle : S3 = C 036\nType : TP\n,S3 = C 036
2023-09-13T12:30:00Z,2023-09-13T14:00:00Z,Cours-38377-12-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROGRAMMATION PARALLELE\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Amphi Ada\nType : CM\n",Amphi Ada
2023-11-09T09:00:00Z,2023-11-09T12:00:00Z,Cours-39403-20-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : PUY CAZCARRA Emmanuel\nTD : M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Ada\nType : CM\n",Amphi Ada
2023-12-13T07:30:00Z,2023-12-13T10:30:00Z,Cours-40483-25-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : CISCO = C 133 reseaux\nType : TP\n,CISCO = C 133 reseaux
2023-12-04T13:30:00Z,2023-12-04T16:30:00Z,Cours-40486-24-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 3 URBANISATION\nEnseignant : LABRAK Yanis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 2 = Info - C 136\nType : TP\n,Stat 2 = Info - C 136
2023-12-11T13:30:00Z,2023-12-11T16:30:00Z,Cours-40486-25-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 3 URBANISATION\nEnseignant : LABRAK Yanis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 2 = Info - C 136\nType : TP\n,Stat 2 = Info - C 136
2024-01-12T12:00:00Z,2024-01-12T15:00:00Z,Cours-40488-29-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION DE CONCEPTI\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalles : Stat 1 = Info - C 137, Stat 2 = Info - C 136\nType : TP\n","Stat 1 = Info - C 137, Stat 2 = Info - C 136"
2023-11-21T09:00:00Z,2023-11-21T12:00:00Z,Cours-40496-22-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION DE CONCEPTI\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalles : Stat 6 = Info - C 129, Stat 7 = Info - C 128\nType : TP\n","Stat 6 = Info - C 129, Stat 7 = Info - C 128"
2023-10-11T14:00:00Z,2023-10-11T17:00:00Z,Cours-40501-16-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 DESIGN PATTERN AVANCE\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat9 = Info - C 026\nType : TP\n,Stat9 = Info - C 026
2023-09-27T06:30:00Z,2023-09-27T09:30:00Z,Cours-40506-14-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 3 URBANISATION\nEnseignant : LABRAK Yanis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 4 = Info - C 131\nType : TP\n,Stat 4 = Info - C 131
2023-11-10T15:00:00Z,2023-11-10T18:00:00Z,Cours-40509-20-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 3 URBANISATION\nEnseignant : LABRAK Yanis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat9 = Info - C 026\nType : TP\n,Stat9 = Info - C 026
2023-11-17T09:00:00Z,2023-11-17T12:00:00Z,Cours-40519-21-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 3 URBANISATION\nEnseignant : LABRAK Yanis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat9 = Info - C 026\nType : TP\n,Stat9 = Info - C 026
2023-09-27T11:00:00Z,2023-09-27T12:30:00Z,Cours-41766-14-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1\nSalle : S3 = C 036\nType : TP\n,S3 = C 036
2023-11-23T15:00:00Z,2023-11-23T18:00:00Z,Cours-42527-22-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : CISCO = C 133 reseaux\nType : TP\n,CISCO = C 133 reseaux
2023-11-30T15:00:00Z,2023-11-30T18:00:00Z,Cours-42527-23-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : CISCO = C 133 reseaux\nType : TP\n,CISCO = C 133 reseaux
2023-11-16T15:00:00Z,2023-11-16T18:00:00Z,Cours-44246-21-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 DESIGN PATTERN AVANCE\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat9 = Info - C 026\nType : TP\n,Stat9 = Info - C 026
2024-01-10T13:30:00Z,2024-01-10T17:30:00Z,Cours-44776-29-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 PROJET\nEnseignants : BENSLIMANE Abderrahim, BONASTRE Jean-Francois, FIGUEIREDO Rosa, FREDOUILLE Corinne, GOZLAN Philippe, HADDAD Majed, HAYEL Yezekael, HUET Stephane, JIMENEZ Tania, JOURLIN Pierre, LEFEVRE Fabrice, MORCHID Mohamed, NOCERA Pascal, PUY CAZCARRA Emmanuel, TORRES MORENO Juan manuel, VERNET Mathilde\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-SICOM-Cla\nSalles : AGRB020 ( HDMI ), AGRB021 ( HDMI ), AGRB022 ( HDMI ), AGRB023 ( HDMI )\nType : CM/TD\nMemo : SOUTENANCE\n","AGRB020 ( HDMI ), AGRB021 ( HDMI ), AGRB022 ( HDMI ), AGRB023 ( HDMI )"
2024-06-19T06:30:00Z,2024-06-19T16:00:00Z,Cours-46766-52-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UE PROJET 2\nEnseignants : BENSLIMANE Abderrahim, BONASTRE Jean-Francois, FIGUEIREDO Rosa, FREDOUILLE Corinne, GOZLAN Philippe, HADDAD Majed, HAYEL Yezekael, HUET Stephane, JIMENEZ Tania, JOURLIN Pierre, LEFEVRE Fabrice, MORCHID Mohamed, NOCERA Pascal, PUY CAZCARRA Emmanuel, TORRES MORENO Juan manuel, VERNET Mathilde\nTD : M1-IA-IL-CLA, M1-IA-SI-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Cla, M1IL-CMI-cla\nSalles : S2 = C 040, S3 = C 036, S4 = C 034, S7 = C 032\nType : Oraux\nMemo : Soutenances de projet Master CERI\n","S2 = C 040, S3 = C 036, S4 = C 034, S7 = C 032"
2024-03-20T16:30:00Z,2024-03-20T18:00:00Z,Cours-74215-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION ARCHITECTUR\nEnseignant : MORCHID Mohamed\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 4 = Info - C 131\nType : TP\n",Stat 4 = Info - C 131
2024-03-22T08:00:00Z,2024-03-22T12:00:00Z,Cours-53238-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UE PROJET 2\nEnseignants : HADDAD Majed, VERNET Mathilde\nTD : M1-IA-IL-CLA, M1-IA-SI-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Cla\nSalle : S5 = C 024\nType : CM/TD\nMemo : 1ere rencontre\n",S5 = C 024
2024-02-05T07:30:00Z,2024-02-05T10:30:00Z,Cours-53277-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : FERREIRA Emmanuel\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : CM\n",S4 = C 034
2024-02-06T15:00:00Z,2024-02-06T18:00:00Z,Cours-53299-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 7 = Info - C 128\nType : TP\n",Stat 7 = Info - C 128
2024-04-08T06:30:00Z,2024-04-08T08:00:00Z,Cours-53314-42-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 4 = Info - C 131\nType : TP\n",Stat 4 = Info - C 131
2024-02-12T07:30:00Z,2024-02-12T10:30:00Z,Cours-53317-34-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 8 = Info - C 127\nType : TP\n",Stat 8 = Info - C 127
2024-03-04T07:30:00Z,2024-03-04T10:30:00Z,Cours-53317-37-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 6 = Info - C 129\nType : TP\n",Stat 6 = Info - C 129
2024-03-11T07:30:00Z,2024-03-11T10:30:00Z,Cours-53317-38-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 7 = Info - C 128\nType : TP\n",Stat 7 = Info - C 128
2024-03-18T07:30:00Z,2024-03-18T10:30:00Z,Cours-53317-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 4 = Info - C 131\nType : TP\n",Stat 4 = Info - C 131
2024-01-29T15:00:00Z,2024-01-29T18:00:00Z,Cours-53326-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : SALAS Daniel\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : CM\n",S4 = C 034
2024-04-15T08:00:00Z,2024-04-15T09:30:00Z,Cours-53327-43-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : SALAS Daniel\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Amphi Ada\nType : Evaluation\n",Amphi Ada
2024-02-01T16:30:00Z,2024-02-01T18:00:00Z,Cours-53339-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : CM\n",S4 = C 034
2024-02-07T16:30:00Z,2024-02-07T18:00:00Z,Cours-53340-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : CM\n",S4 = C 034
2024-02-08T07:30:00Z,2024-02-08T09:00:00Z,Cours-53341-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : CM\n",S4 = C 034
2024-02-01T09:00:00Z,2024-02-01T12:00:00Z,Cours-53344-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 2 = Info - C 136\nType : TP\nMemo : TP3\n",Stat 2 = Info - C 136
