dtstart,dtend,uid,salle,Matiere,Enseignants,Type,Memo,Formation
2023-10-20T06:30:00Z,2023-10-20T08:00:00Z,Cours-39642-17-M1-IA-IL-CLA-Index-Education,S6 = C 022,UCE 1 INTRODUCTION A L'INTELL,LEFEVRE Fabrice,CM,,AI-CLA
2024-01-12T12:00:00Z,2024-01-12T15:00:00Z,Cours-40488-29-M1-IA-IL-CLA-Index-Education,"Stat 1 = Info - C 137, Stat 2 = Info - C 136",UCE 4 APPLICATION DE CONCEPTI,ROUVIER Mickael,TP,,AI-CLA
2023-11-21T09:00:00Z,2023-11-21T12:00:00Z,Cours-40496-22-M1-IA-IL-CLA-Index-Education,"Stat 6 = Info - C 129, Stat 7 = Info - C 128",UCE 4 APPLICATION DE CONCEPTI,ROUVIER Mickael,TP,,AI-CLA
2023-10-18T06:30:00Z,2023-10-18T08:00:00Z,Cours-42496-17-M1-IA-IL-CLA-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,TP,,AI-CLA
2023-12-13T07:30:00Z,2023-12-13T09:00:00Z,Cours-42496-25-M1-IA-IL-CLA-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,TP,,AI-CLA
2024-01-18T10:30:00Z,2024-01-18T12:30:00Z,Cours-73689-30-M1-IA-IL-CLA-Index-Education,S6 = C 022,Reservation de salles,MDHAFFAR Salima,,Seminaire de recherche LIA - CMI UNIQUEMENT,AI-CLA
2023-12-04T12:00:00Z,2023-12-04T18:00:00Z,Cours-44636-24-M1-IA-IL-CLA-Index-Education,S1 = C 042 Nodes,UCE 1 INTRODUCTION A L'INTELL,LEFEVRE Fabrice,Evaluation,,AI-CLA
2024-01-10T13:30:00Z,2024-01-10T17:30:00Z,Cours-44776-29-M1-IA-IL-CLA-Index-Education,"AGRB020 ( HDMI ), AGRB021 ( HDMI ), AGRB022 ( HDMI ), AGRB023 ( HDMI )",UCE 1 PROJET,"BENSLIMANE Abderrahim, BONASTRE Jean-Francois, FIGUEIREDO Rosa, FREDOUILLE Corinne, GOZLAN Philippe, HADDAD Majed, HAYEL Yezekael, HUET Stephane, JIMENEZ Tania, JOURLIN Pierre, LEFEVRE Fabrice, MORCHID Mohamed, NOCERA Pascal, PUY CAZCARRA Emmanuel, TORRES MORENO Juan manuel, VERNET Mathilde",CM/TD,SOUTENANCE,AI-CLA
2024-03-22T15:00:00Z,2024-03-22T16:30:00Z,Cours-71330-39-M1-IA-IL-CLA-Index-Education,Stat 4 = Info - C 131,UCE 1 VEILLE TECHNOLOGIQUE,LEFEVRE Fabrice,TP,,AI-CLA
2024-06-19T06:30:00Z,2024-06-19T16:00:00Z,Cours-46766-52-M1-IA-IL-CLA-Index-Education,"S2 = C 040, S3 = C 036, S4 = C 034, S7 = C 032",UE PROJET 2,"BENSLIMANE Abderrahim, BONASTRE Jean-Francois, FIGUEIREDO Rosa, FREDOUILLE Corinne, GOZLAN Philippe, HADDAD Majed, HAYEL Yezekael, HUET Stephane, JIMENEZ Tania, JOURLIN Pierre, LEFEVRE Fabrice, MORCHID Mohamed, NOCERA Pascal, PUY CAZCARRA Emmanuel, TORRES MORENO Juan manuel, VERNET Mathilde",Oraux,Soutenances de projet Master CERI,AI-CLA
2023-10-25T14:00:00Z,2023-10-25T17:00:00Z,Cours-47056-18-M1-IA-IL-CLA-Index-Education,Stat 7 = Info - C 128,UCE 1 DESIGN PATTERN AVANCE,NABITZ Sophie,TP,,AI-CLA
2023-10-04T11:00:00Z,2023-10-04T14:00:00Z,Cours-47700-15-M1-IA-IL-CLA-Index-Education,Stat 6 = Info - C 129,UCE 4 APPLICATION DE MSI,MARTIN Yannis,TP,,AI-CLA
2023-10-18T11:00:00Z,2023-10-18T14:00:00Z,Cours-47700-17-M1-IA-IL-CLA-Index-Education,Stat 7 = Info - C 128,UCE 4 APPLICATION DE MSI,MARTIN Yannis,TP,,AI-CLA
2024-03-22T08:00:00Z,2024-03-22T12:00:00Z,Cours-53238-39-M1-IA-IL-CLA-Index-Education,S5 = C 024,UE PROJET 2,VERNET Mathilde,CM/TD,1ere rencontre,AI-CLA
2024-02-05T07:30:00Z,2024-02-05T10:30:00Z,Cours-53277-33-M1-IA-IL-CLA-Index-Education,S4 = C 034,UCE 1 TECHNIQUES DE TEST,FERREIRA Emmanuel,CM,,AI-CLA
2024-02-06T12:00:00Z,2024-02-06T15:00:00Z,Cours-53310-33-M1-IA-IL-CLA-Index-Education,Stat 7 = Info - C 128,UCE 1 TECHNIQUES DE TEST,BONNEFOY Ludovic,TP,,AI-CLA
2024-03-05T12:00:00Z,2024-03-05T15:00:00Z,Cours-53310-37-M1-IA-IL-CLA-Index-Education,Stat 2 = Info - C 136,UCE 1 TECHNIQUES DE TEST,BONNEFOY Ludovic,TP,,AI-CLA
2024-04-09T06:30:00Z,2024-04-09T08:00:00Z,Cours-53316-42-M1-IA-IL-CLA-Index-Education,Stat 4 = Info - C 131,UCE 1 TECHNIQUES DE TEST,BONNEFOY Ludovic,TP,,AI-CLA
2024-01-29T15:00:00Z,2024-01-29T18:00:00Z,Cours-53326-32-M1-IA-IL-CLA-Index-Education,S4 = C 034,UCE 1 TECHNIQUES DE TEST,SALAS Daniel,CM,,AI-CLA
2024-04-15T08:00:00Z,2024-04-15T09:30:00Z,Cours-53327-43-M1-IA-IL-CLA-Index-Education,Amphi Ada,UCE 1 TECHNIQUES DE TEST,SALAS Daniel,Evaluation,,AI-CLA
2024-02-07T09:00:00Z,2024-02-07T10:30:00Z,Cours-53642-33-M1-IA-IL-CLA-Index-Education,S3 = C 036,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-01-29T09:00:00Z,2024-01-29T10:30:00Z,Cours-53643-32-M1-IA-IL-CLA-Index-Education,S4 = C 034,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-02-01T09:00:00Z,2024-02-01T10:30:00Z,Cours-53644-32-M1-IA-IL-CLA-Index-Education,S5 = C 024,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-02-09T15:00:00Z,2024-02-09T16:30:00Z,Cours-53659-33-M1-IA-IL-CLA-Index-Education,S3 = C 036,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-02-15T09:00:00Z,2024-02-15T10:30:00Z,Cours-53672-34-M1-IA-IL-CLA-Index-Education,S3 = C 036,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-03-08T13:30:00Z,2024-03-08T15:00:00Z,Cours-53689-37-M1-IA-IL-CLA-Index-Education,S4 = C 034,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-03-13T13:30:00Z,2024-03-13T15:00:00Z,Cours-53699-38-M1-IA-IL-CLA-Index-Education,S2 = C 040,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-03-21T13:30:00Z,2024-03-21T15:00:00Z,Cours-53707-39-M1-IA-IL-CLA-Index-Education,S2 = C 040,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-03-27T13:30:00Z,2024-03-27T15:00:00Z,Cours-53712-40-M1-IA-IL-CLA-Index-Education,S3 = C 036,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-04-04T08:00:00Z,2024-04-04T09:30:00Z,Cours-53716-41-M1-IA-IL-CLA-Index-Education,S2 BIS = C 038,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-04-09T14:00:00Z,2024-04-09T15:30:00Z,Cours-53721-42-M1-IA-IL-CLA-Index-Education,S2 BIS = C 038,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-04-12T12:30:00Z,2024-04-12T14:00:00Z,Cours-53722-42-M1-IA-IL-CLA-Index-Education,S2 = C 040,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-05-02T11:00:00Z,2024-05-02T12:30:00Z,Cours-53734-45-M1-IA-IL-CLA-Index-Education,S2 = C 040,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-04-17T11:00:00Z,2024-04-17T12:30:00Z,Cours-53735-43-M1-IA-IL-CLA-Index-Education,S2 = C 040,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-04-30T11:00:00Z,2024-04-30T12:30:00Z,Cours-53742-45-M1-IA-IL-CLA-Index-Education,S2 = C 040,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-03-29T15:00:00Z,2024-03-29T16:30:00Z,Cours-53746-40-M1-IA-IL-CLA-Index-Education,S2 BIS = C 038,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-02-21T10:30:00Z,2024-02-21T12:00:00Z,Cours-53784-35-M1-IA-IL-CLA-Index-Education,S4 = C 034,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-03-05T07:30:00Z,2024-03-05T09:00:00Z,Cours-53786-37-M1-IA-IL-CLA-Index-Education,S4 = C 034,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-03-12T12:00:00Z,2024-03-12T13:30:00Z,Cours-53787-38-M1-IA-IL-CLA-Index-Education,S4 = C 034,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-03-19T10:30:00Z,2024-03-19T12:00:00Z,Cours-53788-39-M1-IA-IL-CLA-Index-Education,S2 = C 040,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-03-07T15:00:00Z,2024-03-07T16:30:00Z,Cours-53794-37-M1-IA-IL-CLA-Index-Education,S7 = C 032,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-03-13T09:00:00Z,2024-03-13T10:30:00Z,Cours-53796-38-M1-IA-IL-CLA-Index-Education,S4 = C 034,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-03-20T13:30:00Z,2024-03-20T15:00:00Z,Cours-53798-39-M1-IA-IL-CLA-Index-Education,S2 = C 040,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,TD,,AI-CLA
2024-02-13T12:00:00Z,2024-02-13T15:00:00Z,Cours-53841-34-M1-IA-IL-CLA-Index-Education,S6 = C 022,UCE 2 PROTOTYPAGE ET INTERFAC,CARIAS Patrick,CM,,AI-CLA
2024-01-30T07:30:00Z,2024-01-30T09:00:00Z,Cours-53842-32-M1-IA-IL-CLA-Index-Education,S6 = C 022,UCE 2 PROTOTYPAGE ET INTERFAC,CARIAS Patrick,CM,,AI-CLA
2024-02-02T07:30:00Z,2024-02-02T09:00:00Z,Cours-53843-32-M1-IA-IL-CLA-Index-Education,S5 = C 024,UCE 2 PROTOTYPAGE ET INTERFAC,CECILLON Noe,CM,,AI-CLA
2024-02-09T07:30:00Z,2024-02-09T09:00:00Z,Cours-53843-33-M1-IA-IL-CLA-Index-Education,S5 = C 024,UCE 2 PROTOTYPAGE ET INTERFAC,CECILLON Noe,CM,,AI-CLA
2024-02-16T15:00:00Z,2024-02-16T18:00:00Z,Cours-53867-34-M1-IA-IL-CLA-Index-Education,Stat 6 = Info - C 129,UCE 2 PROTOTYPAGE ET INTERFAC,CECILLON Noe,TP,,AI-CLA
2024-03-07T12:00:00Z,2024-03-07T15:00:00Z,Cours-53868-37-M1-IA-IL-CLA-Index-Education,Stat 8 = Info - C 127,UCE 2 PROTOTYPAGE ET INTERFAC,CECILLON Noe,TP,,AI-CLA
2024-04-04T11:00:00Z,2024-04-04T14:00:00Z,Cours-53868-41-M1-IA-IL-CLA-Index-Education,Stat9 = Info - C 026,UCE 2 PROTOTYPAGE ET INTERFAC,CECILLON Noe,TP,,AI-CLA
2024-02-20T13:30:00Z,2024-02-20T16:30:00Z,Cours-53883-35-M1-IA-IL-CLA-Index-Education,Stat 1 = Info - C 137,UCE 2 PROTOTYPAGE ET INTERFAC,CECILLON Noe,TP,,AI-CLA
2024-03-12T13:30:00Z,2024-03-12T16:30:00Z,Cours-53883-38-M1-IA-IL-CLA-Index-Education,Stat 5 = Info - C 130,UCE 2 PROTOTYPAGE ET INTERFAC,CECILLON Noe,TP,,AI-CLA
2024-03-19T13:30:00Z,2024-03-19T16:30:00Z,Cours-53883-39-M1-IA-IL-CLA-Index-Education,Stat 4 = Info - C 131,UCE 2 PROTOTYPAGE ET INTERFAC,CECILLON Noe,TP,,AI-CLA
2024-03-25T12:00:00Z,2024-03-25T13:30:00Z,Cours-53885-40-M1-IA-IL-CLA-Index-Education,Stat 1 = Info - C 137,UCE 2 PROTOTYPAGE ET INTERFAC,CECILLON Noe,TP,,AI-CLA
2024-01-30T09:00:00Z,2024-01-30T12:00:00Z,Cours-53898-32-M1-IA-IL-CLA-Index-Education,S6 = C 022,UCE 3 PROCESSUS DU DEVELOPPEM,SALAS Daniel,CM,,AI-CLA
2024-02-02T09:00:00Z,2024-02-02T12:00:00Z,Cours-53899-32-M1-IA-IL-CLA-Index-Education,S5 = C 024,UCE 3 PROCESSUS DU DEVELOPPEM,SALAS Daniel,CM,,AI-CLA
2024-02-05T13:30:00Z,2024-02-05T16:30:00Z,Cours-53934-33-M1-IA-IL-CLA-Index-Education,Stat 1 = Info - C 137,UCE 3 PROCESSUS DU DEVELOPPEM,MDHAFFAR Salima,TP,,AI-CLA
2024-03-18T13:30:00Z,2024-03-18T16:30:00Z,Cours-53934-39-M1-IA-IL-CLA-Index-Education,Stat 6 = Info - C 129,UCE 3 PROCESSUS DU DEVELOPPEM,MDHAFFAR Salima,TP,,AI-CLA
2024-03-25T13:30:00Z,2024-03-25T15:00:00Z,Cours-53937-40-M1-IA-IL-CLA-Index-Education,Stat 3 = Info - C 135,UCE 3 PROCESSUS DU DEVELOPPEM,MDHAFFAR Salima,Evaluation,,AI-CLA
2024-02-13T07:30:00Z,2024-02-13T10:30:00Z,Cours-53940-34-M1-IA-IL-CLA-Index-Education,Stat 7 = Info - C 128,UCE 3 PROCESSUS DU DEVELOPPEM,MDHAFFAR Salima,TP,,AI-CLA
2024-02-21T13:30:00Z,2024-02-21T16:30:00Z,Cours-53944-35-M1-IA-IL-CLA-Index-Education,Stat 2 = Info - C 136,UCE 3 PROCESSUS DU DEVELOPPEM,MDHAFFAR Salima,TP,,AI-CLA
2024-03-04T07:30:00Z,2024-03-04T10:30:00Z,Cours-53949-37-M1-IA-IL-CLA-Index-Education,Stat 4 = Info - C 131,UCE 3 PROCESSUS DU DEVELOPPEM,MDHAFFAR Salima,TP,,AI-CLA
2024-03-11T07:30:00Z,2024-03-11T10:30:00Z,Cours-53949-38-M1-IA-IL-CLA-Index-Education,Stat 6 = Info - C 129,UCE 3 PROCESSUS DU DEVELOPPEM,MDHAFFAR Salima,TP,,AI-CLA
2024-03-15T15:00:00Z,2024-03-15T18:00:00Z,Cours-73535-38-M1-IA-IL-CLA-Index-Education,Stat 4 = Info - C 131,UCE 1 TECHNIQUES DE TEST,BONNEFOY Ludovic,TP,,AI-CLA
2024-05-07T12:30:00Z,2024-05-07T15:30:00Z,Cours-54313-46-M1-IA-IL-CLA-Index-Education,Stat 1 = Info - C 137,UCE 1 VEILLE TECHNOLOGIQUE,LEFEVRE Fabrice,TP,,AI-CLA
2024-02-15T15:00:00Z,2024-02-15T18:00:00Z,Cours-75634-34-M1-IA-IL-CLA-Index-Education,Stat 2 = Info - C 136,UCE 1 TECHNIQUES DE TEST,BONNEFOY Ludovic,TP,,AI-CLA
2024-02-08T10:30:00Z,2024-02-08T12:00:00Z,Cours-78662-33-M1-IA-IL-CLA-Index-Education,Amphi Blaise,Reservation de salles,,,AGORA - CMI UNIQUEMENT,AI-CLA
2023-12-11T09:00:00Z,2023-12-11T12:00:00Z,Cours-58869-25-M1-IA-IL-CLA-Index-Education,Stat 1 = Info - C 137,UCE 4 TRAITEMENT AUTOMATIQUE,ROUVIER Mickael,TP,,AI-CLA
2023-12-17T12:00:00Z,2023-12-17T13:30:00Z,Cours-58872-25-M1-IA-IL-CLA-Index-Education,S1 = C 042 Nodes,UCE 4 TRAITEMENT AUTOMATIQUE,ROUVIER Mickael,CM,,AI-CLA
2023-12-22T10:30:00Z,2023-12-22T12:00:00Z,Cours-71538-26-M1-IA-IL-CLA-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,TP,,AI-CLA
2024-01-08T13:30:00Z,2024-01-08T15:00:00Z,Cours-71539-29-M1-IA-IL-CLA-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,TP,,AI-CLA
2023-11-17T12:00:00Z,2023-11-17T13:30:00Z,Cours-62716-21-M1-IA-IL-CLA-Index-Education,S6 = C 022,Reservation de salles,MDHAFFAR Salima,,Seminaire recherche LIA - CMI UNIQUEMENT,AI-CLA
2024-01-15T07:30:00Z,2024-01-15T18:00:00Z,Cours-62797-30-M1-IA-IL-CLA-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,Evaluation,,AI-CLA
2024-01-16T12:00:00Z,2024-01-16T18:00:00Z,Cours-62801-30-M1-IA-IL-CLA-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,Evaluation,,AI-CLA
2024-01-17T07:30:00Z,2024-01-17T18:00:00Z,Cours-62806-30-M1-IA-IL-CLA-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,Evaluation,,AI-CLA
2023-12-15T13:30:00Z,2023-12-15T16:30:00Z,Cours-63838-25-M1-IA-IL-CLA-Index-Education,Amphi Ada,UCE 2 PROGRAMMATION PARALLELE,ROUVIER Mickael,Evaluation,,AI-CLA
2023-09-25T06:30:00Z,2023-09-25T08:00:00Z,Cours-67776-14-M1-IA-IL-CLA-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,TP,,AI-CLA
2023-10-02T06:30:00Z,2023-10-02T08:00:00Z,Cours-67776-15-M1-IA-IL-CLA-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,TP,,AI-CLA
2023-10-23T06:30:00Z,2023-10-23T08:00:00Z,Cours-67776-18-M1-IA-IL-CLA-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,TP,,AI-CLA
2023-12-19T13:30:00Z,2023-12-19T16:30:00Z,Cours-70542-26-M1-IA-IL-CLA-Index-Education,Stat 1 = Info - C 137,UCE 4 TRAITEMENT AUTOMATIQUE,ROUVIER Mickael,TP,,AI-CLA
2024-03-25T10:30:00Z,2024-03-25T11:30:00Z,Cours-82548-40-M1-IA-IL-CLA-Index-Education,Amphi Blaise,Reservation de salles,HUET Stephane,,Presentation de l'alternance,AI-CLA
2024-01-22T13:00:00Z,2024-01-22T16:00:00Z,Cours-75618-31-M1-IA-IL-CLA-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,Rattrapage,,AI-CLA
2024-04-12T06:30:00Z,2024-04-12T08:00:00Z,Cours-79616-42-M1-IA-IL-CLA-Index-Education,S5 = C 024,UE PROJET 2,"HADDAD Majed, VERNET Mathilde",CM/TD,2eme rencontre,AI-CLA
2023-11-07T12:00:00Z,2023-11-07T15:00:00Z,Cours-80070-20-M1-IA-IL-CLA-Index-Education,Amphi Ada,UCE 2 MANAGEMENT PAR LES PROC,MARTIN Yannis,CM,,AI-CLA
2023-11-14T12:00:00Z,2023-11-14T15:00:00Z,Cours-80070-21-M1-IA-IL-CLA-Index-Education,Amphi Ada,UCE 2 MANAGEMENT PAR LES PROC,MARTIN Yannis,CM,,AI-CLA
2024-03-25T07:30:00Z,2024-03-25T10:30:00Z,Cours-81557-40-M1-IA-IL-CLA-Index-Education,Stat 4 = Info - C 131,UCE 1 TECHNIQUES DE TEST,BONNEFOY Ludovic,TP,,AI-CLA
2024-04-12T09:30:00Z,2024-04-12T10:30:00Z,Cours-82553-42-M1-IA-IL-CLA-Index-Education,Amphi Ada,Reservation de salles,HUET Stephane,,Informations pratiques sur l'alternance,AI-CLA
2023-09-11T08:00:00Z,2023-09-11T09:30:00Z,Cours-2643-12-M1-IA-IL-CLA-Index-Education,Amphi Ada,Rentree specifique,"BENSLIMANE Abderrahim, LABATUT Vincent, ROUVIER Mickael",,reunion de rentree du master informatique,AI-CLA
2023-10-10T14:00:00Z,2023-10-10T17:00:00Z,Cours-2652-16-M1-IA-IL-CLA-Index-Education,Amphi Blaise,Reservation de salles,"FIGUEIREDO Rosa, VERNET Mathilde",,reunion d'information Ada Lovelace,AI-CLA
2023-10-20T15:30:00Z,2023-10-20T18:00:00Z,Cours-2653-17-M1-IA-IL-CLA-Index-Education,Amphi Blaise,Reservation de salles,"BENSLIMANE Abderrahim, FIGUEIREDO Rosa, HUET Stephane, JABAIAN Bassam, LABATUT Vincent, MATROUF Driss, ROUVIER Mickael, SPRIET Thierry",,ceremonie de remise des diplômes,AI-CLA
2024-01-11T07:00:00Z,2024-01-11T16:30:00Z,Cours-2658-29-M1-IA-IL-CLA-Index-Education,"Amphi Ada, Amphi Blaise, S1 = C 042 Nodes, S2 = C 040, S2 BIS = C 038, S3 = C 036, S4 = C 034, S5 = C 024, S6 = C 022, S7 = C 032, S8 = C 030",Reservation de salles,"BENSLIMANE Abderrahim, COSTA Jean-pierre, DE PELLEGRINI Francesco, ELAZOUZI Rachid, ESTEVE Yannick, FIGUEIREDO Rosa, FREDOUILLE Corinne, GILLES Philippe, GOZLAN Philippe, GUEYE Serigne, HADDAD Majed, HAYEL Yezekael, HUET Stephane, JABAIAN Bassam, JOURLIN Pierre, LABATUT Vincent, LEFEVRE Fabrice, MATROUF Driss, NOCERA Pascal, ROUVIER Mickael, SPRIET Thierry, TORRES MORENO Juan manuel, VERNET Mathilde, ZHOU Fen",,soutenance alternance,AI-CLA
2023-09-11T14:00:00Z,2023-09-11T17:00:00Z,Cours-37266-12-M1-IA-IL-CLA-Index-Education,S2 = C 040,Reservation de salles,LABATUT Vincent,,Entretiens individuels,AI-CLA
2024-05-14T06:00:00Z,2024-05-14T18:00:00Z,Cours-40436-47-M1-IA-IL-CLA-Index-Education,"Amphi Ada, Amphi Blaise, S1 = C 042 Nodes, S2 = C 040, S2 BIS = C 038, S3 = C 036, S4 = C 034, S5 = C 024, S6 = C 022, S7 = C 032, S8 = C 030, Stat 1 = Info - C 137, Stat 6 = Info - C 129, Stat 7 = Info - C 128",Reservation de salles,"BEILLON Jennifer, HUET Stephane",,salon alternance 2024,AI-CLA
2024-03-07T16:30:00Z,2024-03-07T18:00:00Z,Cours-76155-37-M1-IA-IL-CLA-Index-Education,S5 = C 024,UCE 2 APPROCHES NEURONALES,TORRES MORENO Juan manuel,Evaluation,,AI-CLA
2024-02-16T12:00:00Z,2024-02-16T13:30:00Z,Cours-46640-34-M1-IA-IL-CLA-Index-Education,Amphi Blaise,Reservation de salles,FIGUEIREDO Rosa,,semaine femmes en sciences,AI-CLA
2024-04-18T06:00:00Z,2024-04-18T18:00:00Z,Cours-53590-43-M1-IA-IL-CLA-Index-Education,,Reservation de salles,,,Voyage scolaire,AI-CLA
2024-04-19T06:00:00Z,2024-04-19T18:00:00Z,Cours-53592-43-M1-IA-IL-CLA-Index-Education,,Reservation de salles,,,Voyage scolaire,AI-CLA
2024-05-17T15:30:00Z,2024-05-17T17:00:00Z,Cours-53808-47-M1-IA-IL-CLA-Index-Education,Amphi Blaise,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,Evaluation,,AI-CLA
2024-03-22T13:30:00Z,2024-03-22T15:00:00Z,Cours-53809-39-M1-IA-IL-CLA-Index-Education,Amphi Blaise,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,Evaluation,,AI-CLA
2024-02-16T13:30:00Z,2024-02-16T15:00:00Z,Cours-71065-34-M1-IA-IL-CLA-Index-Education,S6 = C 022,UCE 1 MODELES STOCHASTIQUES,HAYEL Yezekael,CM,,AI-CLA
2024-03-04T16:30:00Z,2024-03-04T18:00:00Z,Cours-71069-37-M1-IA-IL-CLA-Index-Education,S6 = C 022,UCE 1 MODELES STOCHASTIQUES,HAYEL Yezekael,CM,,AI-CLA
2024-01-29T10:30:00Z,2024-01-29T12:00:00Z,Cours-54105-32-M1-IA-IL-CLA-Index-Education,S2 BIS = C 038,UCE 1 MODELES STOCHASTIQUES,HAYEL Yezekael,CM,,AI-CLA
2024-02-01T13:30:00Z,2024-02-01T15:00:00Z,Cours-54111-32-M1-IA-IL-CLA-Index-Education,S6 = C 022,UCE 1 MODELES STOCHASTIQUES,HAYEL Yezekael,CM,,AI-CLA
2024-02-12T09:00:00Z,2024-02-12T10:30:00Z,Cours-54113-34-M1-IA-IL-CLA-Index-Education,S2 BIS = C 038,UCE 1 MODELES STOCHASTIQUES,HAYEL Yezekael,CM,,AI-CLA
2024-03-06T07:30:00Z,2024-03-06T09:00:00Z,Cours-54124-37-M1-IA-IL-CLA-Index-Education,S2 BIS = C 038,UCE 1 MODELES STOCHASTIQUES,HUET Stephane,CM,,AI-CLA
2024-03-13T07:30:00Z,2024-03-13T09:00:00Z,Cours-54124-38-M1-IA-IL-CLA-Index-Education,S2 BIS = C 038,UCE 1 MODELES STOCHASTIQUES,HUET Stephane,CM,,AI-CLA
2024-03-14T13:30:00Z,2024-03-14T15:00:00Z,Cours-54135-38-M1-IA-IL-CLA-Index-Education,Amphi Ada,UCE 1 MODELES STOCHASTIQUES,HUET Stephane,CM,,AI-CLA
2024-03-18T07:30:00Z,2024-03-18T09:00:00Z,Cours-54136-39-M1-IA-IL-CLA-Index-Education,S2 BIS = C 038,UCE 1 MODELES STOCHASTIQUES,HUET Stephane,CM,,AI-CLA
2024-03-20T07:30:00Z,2024-03-20T09:00:00Z,Cours-54142-39-M1-IA-IL-CLA-Index-Education,S2 BIS = C 038,UCE 1 MODELES STOCHASTIQUES,HUET Stephane,CM,,AI-CLA
2024-05-13T06:30:00Z,2024-05-13T08:00:00Z,Cours-54144-47-M1-IA-IL-CLA-Index-Education,S5 = C 024,UCE 1 MODELES STOCHASTIQUES,HUET Stephane,Evaluation,,AI-CLA
2024-04-08T06:30:00Z,2024-04-08T08:00:00Z,Cours-54145-42-M1-IA-IL-CLA-Index-Education,S2 BIS = C 038,UCE 1 MODELES STOCHASTIQUES,HUET Stephane,CM,,AI-CLA
2024-02-12T12:00:00Z,2024-02-12T15:00:00Z,Cours-54148-34-M1-IA-IL-CLA-Index-Education,Stat 8 = Info - C 127,UCE 1 MODELES STOCHASTIQUES,HAYEL Yezekael,TP,,AI-CLA
2024-04-08T11:00:00Z,2024-04-08T14:00:00Z,Cours-54148-42-M1-IA-IL-CLA-Index-Education,Stat 5 = Info - C 130,UCE 1 MODELES STOCHASTIQUES,HUET Stephane,TP,,AI-CLA
2024-04-15T11:00:00Z,2024-04-15T14:00:00Z,Cours-54148-43-M1-IA-IL-CLA-Index-Education,Stat 5 = Info - C 130,UCE 1 MODELES STOCHASTIQUES,HUET Stephane,TP,,AI-CLA
