dtstart,dtend,uid,salle,Matiere,Enseignants,Type,Memo,Formation
2024-03-15T07:30:00Z,2024-03-15T10:30:00Z,Cours-54149-38-M1-IA-IL-CLA-Index-Education,Stat 3 = Info - C 135,UCE 1 MODELES STOCHASTIQUES,HUET Stephane,TP,,AI-CLA
2024-03-21T09:00:00Z,2024-03-21T12:00:00Z,Cours-54150-39-M1-IA-IL-CLA-Index-Education,Stat 5 = Info - C 130,UCE 1 MODELES STOCHASTIQUES,HUET Stephane,TP,,AI-CLA
2024-02-01T07:30:00Z,2024-02-01T09:00:00Z,Cours-54156-32-M1-IA-IL-CLA-Index-Education,S5 = C 024,UCE 2 APPROCHES NEURONALES,TORRES MORENO Juan manuel,CM,,AI-CLA
2024-02-07T07:30:00Z,2024-02-07T09:00:00Z,Cours-54158-33-M1-IA-IL-CLA-Index-Education,S6 = C 022,UCE 2 APPROCHES NEURONALES,TORRES MORENO Juan manuel,CM,,AI-CLA
2024-01-31T09:00:00Z,2024-01-31T10:30:00Z,Cours-54159-32-M1-IA-IL-CLA-Index-Education,S6 = C 022,UCE 2 APPROCHES NEURONALES,TORRES MORENO Juan manuel,CM,,AI-CLA
2024-02-08T07:30:00Z,2024-02-08T09:00:00Z,Cours-54164-33-M1-IA-IL-CLA-Index-Education,Amphi Ada,UCE 2 APPROCHES NEURONALES,TORRES MORENO Juan manuel,CM,,AI-CLA
2024-02-15T10:30:00Z,2024-02-15T12:00:00Z,Cours-54165-34-M1-IA-IL-CLA-Index-Education,S5 = C 024,UCE 2 APPROCHES NEURONALES,TORRES MORENO Juan manuel,CM,,AI-CLA
2024-03-08T07:30:00Z,2024-03-08T09:00:00Z,Cours-54175-37-M1-IA-IL-CLA-Index-Education,S5 = C 024,UCE 2 APPROCHES NEURONALES,ESTEVE Yannick,CM,,AI-CLA
2024-03-18T09:00:00Z,2024-03-18T10:30:00Z,Cours-54180-39-M1-IA-IL-CLA-Index-Education,S5 = C 024,UCE 2 APPROCHES NEURONALES,ESTEVE Yannick,CM,,AI-CLA
2024-03-14T10:30:00Z,2024-03-14T12:00:00Z,Cours-54181-38-M1-IA-IL-CLA-Index-Education,S5 = C 024,UCE 2 APPROCHES NEURONALES,ESTEVE Yannick,CM,,AI-CLA
2024-03-20T09:00:00Z,2024-03-20T10:30:00Z,Cours-54182-39-M1-IA-IL-CLA-Index-Education,S5 = C 024,UCE 2 APPROCHES NEURONALES,ESTEVE Yannick,CM,,AI-CLA
2024-02-02T15:00:00Z,2024-02-02T18:00:00Z,Cours-54183-32-M1-IA-IL-CLA-Index-Education,Stat 6 = Info - C 129,UCE 2 APPROCHES NEURONALES,TORRES MORENO Juan manuel,TP,,AI-CLA
2024-02-08T12:00:00Z,2024-02-08T15:00:00Z,Cours-54186-33-M1-IA-IL-CLA-Index-Education,Stat 6 = Info - C 129,UCE 2 APPROCHES NEURONALES,TORRES MORENO Juan manuel,TP,,AI-CLA
2024-03-15T12:00:00Z,2024-03-15T15:00:00Z,Cours-54196-38-M1-IA-IL-CLA-Index-Education,Stat9 = Info - C 026,UCE 2 APPROCHES NEURONALES,ESTEVE Yannick,TP,,AI-CLA
2024-03-08T15:00:00Z,2024-03-08T18:00:00Z,Cours-54197-37-M1-IA-IL-CLA-Index-Education,Stat 6 = Info - C 129,UCE 2 APPROCHES NEURONALES,ESTEVE Yannick,TP,,AI-CLA
2024-04-09T11:00:00Z,2024-04-09T14:00:00Z,Cours-54199-42-M1-IA-IL-CLA-Index-Education,Stat 5 = Info - C 130,UCE 2 APPROCHES NEURONALES,ESTEVE Yannick,TP,,AI-CLA
2024-04-16T06:30:00Z,2024-04-16T09:30:00Z,Cours-54201-43-M1-IA-IL-CLA-Index-Education,Stat 5 = Info - C 130,UCE 2 APPROCHES NEURONALES,ESTEVE Yannick,TP,,AI-CLA
2024-04-10T11:00:00Z,2024-04-10T14:00:00Z,Cours-54202-42-M1-IA-IL-CLA-Index-Education,Stat 5 = Info - C 130,UCE 2 APPROCHES NEURONALES,ESTEVE Yannick,TP,,AI-CLA
2024-02-07T13:30:00Z,2024-02-07T16:30:00Z,Cours-54212-33-M1-IA-IL-CLA-Index-Education,Stat 6 = Info - C 129,UCE 2 APPROCHES NEURONALES,TORRES MORENO Juan manuel,TP,,AI-CLA
2024-03-07T07:30:00Z,2024-03-07T10:30:00Z,Cours-54217-37-M1-IA-IL-CLA-Index-Education,Stat 1 = Info - C 137,UCE 2 APPROCHES NEURONALES,TORRES MORENO Juan manuel,TP,,AI-CLA
2024-04-16T12:30:00Z,2024-04-16T15:30:00Z,Cours-54226-43-M1-IA-IL-CLA-Index-Education,Stat 5 = Info - C 130,UCE 3 APPLICATION IA,ESTEVE Yannick,TP,,AI-CLA
2024-04-11T06:30:00Z,2024-04-11T09:30:00Z,Cours-54227-42-M1-IA-IL-CLA-Index-Education,Stat 5 = Info - C 130,UCE 3 APPLICATION IA,ESTEVE Yannick,TP,,AI-CLA
2024-04-10T14:00:00Z,2024-04-10T17:00:00Z,Cours-54228-42-M1-IA-IL-CLA-Index-Education,Stat 5 = Info - C 130,UCE 3 APPLICATION IA,ESTEVE Yannick,TP,,AI-CLA
2024-04-17T12:30:00Z,2024-04-17T15:30:00Z,Cours-54229-43-M1-IA-IL-CLA-Index-Education,Stat 5 = Info - C 130,UCE 3 APPLICATION IA,ESTEVE Yannick,TP,,AI-CLA
2024-05-13T11:00:00Z,2024-05-13T14:00:00Z,Cours-54231-47-M1-IA-IL-CLA-Index-Education,Stat 5 = Info - C 130,UCE 3 APPLICATION IA,ESTEVE Yannick,TP,,AI-CLA
2024-05-16T11:00:00Z,2024-05-16T14:00:00Z,Cours-54235-47-M1-IA-IL-CLA-Index-Education,Stat 5 = Info - C 130,UCE 3 APPLICATION IA,ESTEVE Yannick,TP,,AI-CLA
2024-05-17T12:30:00Z,2024-05-17T15:30:00Z,Cours-54240-47-M1-IA-IL-CLA-Index-Education,Stat 3 = Info - C 135,UCE 3 APPLICATION IA,ESTEVE Yannick,TP,,AI-CLA
2024-04-12T14:00:00Z,2024-04-12T17:00:00Z,Cours-54241-42-M1-IA-IL-CLA-Index-Education,Stat 5 = Info - C 130,UCE 3 APPLICATION IA,ESTEVE Yannick,TP,,AI-CLA
2024-02-05T10:30:00Z,2024-02-05T12:00:00Z,Cours-54266-33-M1-IA-IL-CLA-Index-Education,Amphi Blaise,UCE 1 VEILLE TECHNOLOGIQUE,LEFEVRE Fabrice,CM,,AI-CLA
2024-01-30T13:30:00Z,2024-01-30T16:30:00Z,Cours-54267-32-M1-IA-IL-CLA-Index-Education,Amphi Blaise,UCE 1 VEILLE TECHNOLOGIQUE,LEFEVRE Fabrice,CM,,AI-CLA
2024-02-14T12:00:00Z,2024-02-14T15:00:00Z,Cours-54268-34-M1-IA-IL-CLA-Index-Education,Amphi Blaise,UCE 1 VEILLE TECHNOLOGIQUE,"LEFEVRE Fabrice, TORRES MORENO Juan manuel",Conference,,AI-CLA
2024-02-14T09:00:00Z,2024-02-14T10:30:00Z,Cours-54275-34-M1-IA-IL-CLA-Index-Education,Amphi Blaise,UCE 1 VEILLE TECHNOLOGIQUE,LEFEVRE Fabrice,CM,,AI-CLA
2024-03-06T13:30:00Z,2024-03-06T16:30:00Z,Cours-54278-37-M1-IA-IL-CLA-Index-Education,Amphi Blaise,UCE 1 VEILLE TECHNOLOGIQUE,"LEFEVRE Fabrice, TORRES MORENO Juan manuel",Conference,,AI-CLA
2024-03-14T15:00:00Z,2024-03-14T18:00:00Z,Cours-54285-38-M1-IA-IL-CLA-Index-Education,Amphi Blaise,UCE 1 VEILLE TECHNOLOGIQUE,"HADDAD Majed, LEFEVRE Fabrice",Conference,,AI-CLA
2024-03-08T09:00:00Z,2024-03-08T12:00:00Z,Cours-54286-37-M1-IA-IL-CLA-Index-Education,Stat 5 = Info - C 130,UCE 1 MODELES STOCHASTIQUES,HAYEL Yezekael,TP,,AI-CLA
2024-05-17T09:30:00Z,2024-05-17T11:00:00Z,Cours-54288-47-M1-IA-IL-CLA-Index-Education,"Stat 1 = Info - C 137, Stat 2 = Info - C 136, Stat 7 = Info - C 128",UCE 1 VEILLE TECHNOLOGIQUE,LEFEVRE Fabrice,CM/TD,VISIO,AI-CLA
2024-05-16T14:00:00Z,2024-05-16T15:30:00Z,Cours-54317-47-M1-IA-IL-CLA-Index-Education,Stat 4 = Info - C 131,UCE 1 VEILLE TECHNOLOGIQUE,LEFEVRE Fabrice,Evaluation,QCM,AI-CLA
2024-04-17T15:30:00Z,2024-04-17T17:00:00Z,Cours-54324-43-M1-IA-IL-CLA-Index-Education,Stat 2 = Info - C 136,UCE 1 VEILLE TECHNOLOGIQUE,LEFEVRE Fabrice,Conference,VISIO,AI-CLA
2024-03-06T10:30:00Z,2024-03-06T12:00:00Z,Cours-60297-37-M1-IA-IL-CLA-Index-Education,S5 = C 024,UCE 2 APPROCHES NEURONALES,ESTEVE Yannick,CM,,AI-CLA
2024-03-13T12:00:00Z,2024-03-13T13:30:00Z,Cours-60298-38-M1-IA-IL-CLA-Index-Education,S5 = C 024,UCE 2 APPROCHES NEURONALES,ESTEVE Yannick,CM,,AI-CLA
2024-02-09T09:00:00Z,2024-02-09T12:00:00Z,Cours-62620-33-M1-IA-IL-CLA-Index-Education,Stat 5 = Info - C 130,UCE 2 APPROCHES NEURONALES,TORRES MORENO Juan manuel,TP,,AI-CLA
2024-04-17T06:30:00Z,2024-04-17T09:30:00Z,Cours-76665-43-M1-IA-IL-CLA-Index-Education,Stat 5 = Info - C 130,UCE 3 APPLICATION IA,ESTEVE Yannick,TP,,AI-CLA
2024-05-15T14:00:00Z,2024-05-15T17:00:00Z,Cours-76667-47-M1-IA-IL-CLA-Index-Education,Stat 1 = Info - C 137,UCE 3 APPLICATION IA,ESTEVE Yannick,TP,,AI-CLA
2024-03-04T15:00:00Z,2024-03-04T16:30:00Z,Cours-80694-37-M1-IA-IL-CLA-Index-Education,S5 = C 024,UCE 1 MODELES STOCHASTIQUES,HUET Stephane,CM,,AI-CLA
