dtstart,dtend,dtstamp,uid,description,last-modified,location,summary
2023-09-14T11:00:00Z,2023-09-14T14:00:00Z,2024-02-26T12:35:10Z,Cours-5302-12-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 GESTION DE PROJET\nEnseignant : COSTA Jean-pierre\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Blaise\nType : CM\n",2023-09-15T06:17:40Z,Amphi Blaise,"UCE 3 GESTION DE PROJET - COSTA Jean-pierre - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla - CM"
2023-09-14T14:00:00Z,2023-09-14T17:00:00Z,2024-02-26T12:35:10Z,Cours-5304-12-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 GESTION DE PROJET\nEnseignant : COSTA Jean-pierre\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Blaise\nType : CM\n",2023-09-19T14:11:22Z,Amphi Blaise,"UCE 3 GESTION DE PROJET - COSTA Jean-pierre - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Alt, M1-SICOM-Cla - CM"
2023-10-12T14:00:00Z,2023-10-12T17:00:00Z,2024-02-26T12:35:10Z,Cours-5335-16-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 3 GESTION DE PROJET\nEnseignant : COSTA Jean-pierre\nTD : M1-ILSEN-cla-Gr1\nSalle : S4 = C 034\nType : TD\n,2023-09-28T12:55:32Z,S4 = C 034,UCE 3 GESTION DE PROJET - COSTA Jean-pierre - M1-ILSEN-cla-Gr1 - TD
2023-09-19T08:00:00Z,2023-09-19T11:00:00Z,2024-02-26T12:35:10Z,Cours-5336-13-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 3 GESTION DE PROJET\nEnseignant : COSTA Jean-pierre\nTD : M1-ILSEN-cla-Gr1\nSalle : S2 = C 040\nType : TD\n,2023-09-15T06:18:08Z,S2 = C 040,UCE 3 GESTION DE PROJET - COSTA Jean-pierre - M1-ILSEN-cla-Gr1 - TD
2023-10-16T11:00:00Z,2023-10-16T14:00:00Z,2024-02-26T12:35:10Z,Cours-5350-17-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 3 GESTION DE PROJET\nEnseignant : COSTA Jean-pierre\nTD : M1-ILSEN-cla-Gr1\nSalle : S6 = C 022\nType : TD\n,2023-09-15T06:18:08Z,S6 = C 022,UCE 3 GESTION DE PROJET - COSTA Jean-pierre - M1-ILSEN-cla-Gr1 - TD
2023-11-06T07:30:00Z,2023-11-06T10:30:00Z,2024-02-26T12:35:10Z,Cours-5352-20-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 3 GESTION DE PROJET\nEnseignant : COSTA Jean-pierre\nTD : M1-ILSEN-cla-Gr1\nSalle : S4 = C 034\nType : TD\n,2023-09-15T06:18:08Z,S4 = C 034,UCE 3 GESTION DE PROJET - COSTA Jean-pierre - M1-ILSEN-cla-Gr1 - TD
2023-10-19T11:00:00Z,2023-10-19T14:00:00Z,2024-02-26T12:35:10Z,Cours-5401-17-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 4 APPLICATION DE MSI\nEnseignant : MARTIN Yannis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 1 = Info - C 137\nType : TP\n,2023-09-15T06:22:25Z,Stat 1 = Info - C 137,UCE 4 APPLICATION DE MSI - MARTIN Yannis - M1-ILSEN-cla-Gr1 - TP
2023-10-10T08:00:00Z,2023-10-10T11:00:00Z,2024-02-26T12:35:10Z,Cours-5403-16-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 4 APPLICATION DE MSI\nEnseignant : MARTIN Yannis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 1 = Info - C 137\nType : TP\n,2023-09-15T07:50:03Z,Stat 1 = Info - C 137,UCE 4 APPLICATION DE MSI - MARTIN Yannis - M1-ILSEN-cla-Gr1 - TP
2023-09-13T14:00:00Z,2023-09-13T15:30:00Z,2024-02-26T12:35:10Z,Cours-5407-12-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 DESIGN PATTERN AVANCE\nEnseignant : NABITZ Sophie\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1\nSalle : Amphi Ada\nType : CM\n",2023-09-14T13:08:03Z,Amphi Ada,"UCE 1 DESIGN PATTERN AVANCE - NABITZ Sophie - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1 - CM"
2023-09-20T14:00:00Z,2023-09-20T17:00:00Z,2024-02-26T12:35:10Z,Cours-5422-13-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 DESIGN PATTERN AVANCE\nEnseignant : NABITZ Sophie\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1\nSalle : Amphi Blaise\nType : CM\n",2023-09-14T13:08:03Z,Amphi Blaise,"UCE 1 DESIGN PATTERN AVANCE - NABITZ Sophie - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1 - CM"
2023-10-18T14:00:00Z,2023-10-18T15:30:00Z,2024-02-26T12:35:10Z,Cours-5444-17-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ARCHITECTURES WEB\nEnseignant : FREDOUILLE Corinne\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 2 = Info - C 136\nType : TP\n",2023-06-27T16:15:40Z,Stat 2 = Info - C 136,"UCE 2 ARCHITECTURES WEB - FREDOUILLE Corinne - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2023-11-08T12:00:00Z,2023-11-08T15:00:00Z,2024-02-26T12:35:10Z,Cours-5451-20-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 DESIGN PATTERN AVANCE\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat9 = Info - C 026\nType : TP\n,2023-10-13T05:42:23Z,Stat9 = Info - C 026,UCE 1 DESIGN PATTERN AVANCE - NABITZ Sophie - M1-ILSEN-cla-Gr1 - TP
2023-11-15T12:00:00Z,2023-11-15T15:00:00Z,2024-02-26T12:35:10Z,Cours-5451-21-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 DESIGN PATTERN AVANCE\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat9 = Info - C 026\nType : TP\n,2023-10-13T05:42:23Z,Stat9 = Info - C 026,UCE 1 DESIGN PATTERN AVANCE - NABITZ Sophie - M1-ILSEN-cla-Gr1 - TP
2023-09-14T06:30:00Z,2023-09-14T09:30:00Z,2024-02-26T12:35:11Z,Cours-5499-12-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROGRAMMATION PARALLELE\nEnseignant : LABRAK Yanis\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2023-06-27T16:15:40Z,Stat 1 = Info - C 137,"UCE 2 PROGRAMMATION PARALLELE - LABRAK Yanis - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2023-09-21T12:30:00Z,2023-09-21T14:00:00Z,2024-02-26T12:35:11Z,Cours-5500-13-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ARCHITECTURES WEB\nEnseignant : FREDOUILLE Corinne\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Ada\nType : CM\n",2023-06-27T16:15:40Z,Amphi Ada,"UCE 2 ARCHITECTURES WEB - FREDOUILLE Corinne - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Alt, M1-SICOM-Cla - CM"
2023-09-13T15:30:00Z,2023-09-13T17:00:00Z,2024-02-26T12:35:11Z,Cours-5501-12-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ARCHITECTURES WEB\nEnseignant : FREDOUILLE Corinne\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Ada\nType : CM\n",2023-06-27T16:15:40Z,Amphi Ada,"UCE 2 ARCHITECTURES WEB - FREDOUILLE Corinne - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Alt, M1-SICOM-Cla - CM"
2023-10-17T06:30:00Z,2023-10-17T09:30:00Z,2024-02-26T12:35:11Z,Cours-5522-17-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 2 PROGRAMMATION PARALLELE\nEnseignant : PELERIN Aurelien\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 5 = Info - C 130\nType : TP\n,2023-09-15T06:33:54Z,Stat 5 = Info - C 130,UCE 2 PROGRAMMATION PARALLELE - PELERIN Aurelien - M1-ILSEN-cla-Gr1 - TP
2023-10-13T06:30:00Z,2023-10-13T09:30:00Z,2024-02-26T12:35:11Z,Cours-5526-16-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 2 PROGRAMMATION PARALLELE\nEnseignant : PELERIN Aurelien\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 6 = Info - C 129\nType : TP\n,2023-09-15T07:56:08Z,Stat 6 = Info - C 129,UCE 2 PROGRAMMATION PARALLELE - PELERIN Aurelien - M1-ILSEN-cla-Gr1 - TP
2023-09-13T08:00:00Z,2023-09-13T09:30:00Z,2024-02-26T12:35:11Z,Cours-5529-12-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 URBANISATION\nEnseignant : ROUVIER Mickael\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S5 = C 024\nType : CM\n",2023-09-01T07:09:08Z,S5 = C 024,"UCE 3 URBANISATION - ROUVIER Mickael - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2023-12-22T09:00:00Z,2023-12-22T12:00:00Z,2024-02-26T12:35:11Z,Cours-5530-26-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 URBANISATION\nEnseignant : ROUVIER Mickael\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Amphi Blaise\nType : Evaluation\n",2023-09-01T07:00:09Z,Amphi Blaise,"UCE 3 URBANISATION - ROUVIER Mickael - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - Evaluation"
2023-10-16T14:00:00Z,2023-10-16T17:00:00Z,2024-02-26T12:35:11Z,Cours-5635-17-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION DE CONCEPTI\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalles : Stat 5 = Info - C 130, Stat 6 = Info - C 129\nType : TP\n",2023-07-20T07:43:16Z,"Stat 5 = Info - C 130, Stat 6 = Info - C 129","UCE 4 APPLICATION DE CONCEPTI - ROUVIER Mickael - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2023-11-15T15:00:00Z,2023-11-15T18:00:00Z,2024-02-26T12:35:11Z,Cours-5636-21-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION DE CONCEPTI\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 6 = Info - C 129\nType : TP\n",2023-06-27T16:15:40Z,Stat 6 = Info - C 129,"UCE 4 APPLICATION DE CONCEPTI - ROUVIER Mickael - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2023-12-18T12:00:00Z,2023-12-18T15:00:00Z,2024-02-26T12:35:11Z,Cours-5642-26-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION DE CONCEPTI\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalles : Stat 8 = Info - C 127, Stat9 = Info - C 026\nType : TP\n",2023-12-15T07:08:11Z,"Stat 8 = Info - C 127, Stat9 = Info - C 026","UCE 4 APPLICATION DE CONCEPTI - ROUVIER Mickael - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2023-09-22T06:30:00Z,2023-09-22T11:00:00Z,2024-02-26T12:35:11Z,Cours-5683-13-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 PROJET\nEnseignants : HADDAD Majed, VERNET Mathilde\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Cla\nSalle : Amphi Ada\nType : TD\nMemo : Presentation des projets de M1 classiques\n",2023-09-12T07:48:24Z,Amphi Ada,"UCE 1 PROJET - HADDAD Majed, VERNET Mathilde - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Cla - TD - Presentation des projets de M1 classiques"
2023-11-16T09:00:00Z,2023-11-16T10:30:00Z,2024-02-26T12:35:11Z,Cours-5684-21-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 PROJET\nEnseignants : HADDAD Majed, VERNET Mathilde\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Cla\nSalle : S4 = C 034\nType : TD\nMemo : 2eme rencontre intermediaire des projets de M1 classiques\n",2023-09-12T07:48:24Z,S4 = C 034,"UCE 1 PROJET - HADDAD Majed, VERNET Mathilde - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Cla - TD - 2eme rencontre intermediaire des projets de M1 classiques"
2023-10-19T08:00:00Z,2023-10-19T11:00:00Z,2024-02-26T12:35:11Z,Cours-5686-17-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 PROJET\nEnseignants : HADDAD Majed, VERNET Mathilde\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Cla\nSalle : S5 = C 024\nType : TD\nMemo : 1ere rencontre intermediaire des projets de M1 classiques\n",2023-09-12T07:48:24Z,S5 = C 024,"UCE 1 PROJET - HADDAD Majed, VERNET Mathilde - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Cla - TD - 1ere rencontre intermediaire des projets de M1 classiques"
2023-11-20T09:00:00Z,2023-11-20T12:00:00Z,2024-02-26T12:35:11Z,Cours-5689-22-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 INSERTION PROFESSIONNEL\nEnseignant : BROCHARD Marc\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S5 = C 024\nType : TD\nMemo : NE PAS DEPLACER\n",2023-07-17T07:02:09Z,S5 = C 024,"UCE 2 INSERTION PROFESSIONNEL - BROCHARD Marc - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD - NE PAS DEPLACER"
2023-11-29T07:30:00Z,2023-11-29T10:30:00Z,2024-02-26T12:35:11Z,Cours-5699-23-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 INSERTION PROFESSIONNEL\nEnseignant : BROCHARD Marc\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S5 = C 024\nType : TD\nMemo : NE PAS DEPLACER\n",2023-07-17T07:02:09Z,S5 = C 024,"UCE 2 INSERTION PROFESSIONNEL - BROCHARD Marc - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD - NE PAS DEPLACER"
2023-11-28T13:30:00Z,2023-11-28T16:30:00Z,2024-02-26T12:35:11Z,Cours-5715-23-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 INSERTION PROFESSIONNEL\nEnseignant : BROCHARD Marc\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S5 = C 024\nType : TD\nMemo : NE PAS DEPLACER\n",2023-07-20T12:28:54Z,S5 = C 024,"UCE 2 INSERTION PROFESSIONNEL - BROCHARD Marc - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD - NE PAS DEPLACER"
2023-12-05T09:00:00Z,2023-12-05T10:30:00Z,2024-02-26T12:35:11Z,Cours-5716-24-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 INSERTION PROFESSIONNEL\nEnseignant : BROCHARD Marc\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S5 = C 024\nType : TD\nMemo : NE PAS DEPLACER\n",2023-07-20T12:31:22Z,S5 = C 024,"UCE 2 INSERTION PROFESSIONNEL - BROCHARD Marc - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD - NE PAS DEPLACER"
2023-10-10T12:30:00Z,2023-10-10T14:00:00Z,2024-02-26T12:35:11Z,Cours-5845-16-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ARCHITECTURES WEB\nEnseignants : FREDOUILLE Corinne, JABAIAN Bassam\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Stat 5 = Info - C 130\nType : TP\n",2023-06-27T16:15:40Z,Stat 5 = Info - C 130,"UCE 2 ARCHITECTURES WEB - FREDOUILLE Corinne, JABAIAN Bassam - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Alt, M1-SICOM-Cla - TP"
2023-12-04T07:30:00Z,2023-12-04T09:00:00Z,2024-02-26T12:35:11Z,Cours-5846-24-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ARCHITECTURES WEB\nEnseignant : FREDOUILLE Corinne\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Stat 1 = Info - C 137\nType : TP\n",2023-06-27T16:15:40Z,Stat 1 = Info - C 137,"UCE 2 ARCHITECTURES WEB - FREDOUILLE Corinne - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Alt, M1-SICOM-Cla - TP"
2023-11-10T12:00:00Z,2023-11-10T15:00:00Z,2024-02-26T12:35:11Z,Cours-6058-20-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 2 PROGRAMMATION PARALLELE\nEnseignant : PELERIN Aurelien\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 4 = Info - C 131\nType : TP\n,2023-09-15T07:57:08Z,Stat 4 = Info - C 131,UCE 2 PROGRAMMATION PARALLELE - PELERIN Aurelien - M1-ILSEN-cla-Gr1 - TP
2023-10-19T14:00:00Z,2023-10-19T17:00:00Z,2024-02-26T12:35:11Z,Cours-6059-17-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 DESIGN PATTERN AVANCE\nEnseignant : NABITZ Sophie\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1\nSalle : Amphi Blaise\nType : CM\n",2023-09-14T13:08:04Z,Amphi Blaise,"UCE 1 DESIGN PATTERN AVANCE - NABITZ Sophie - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1 - CM"
2023-11-07T09:00:00Z,2023-11-07T10:30:00Z,2024-02-26T12:35:11Z,Cours-6073-20-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ARCHITECTURES WEB\nEnseignant : JABAIAN Bassam\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Stat 5 = Info - C 130\nType : TP\n",2023-10-20T08:31:29Z,Stat 5 = Info - C 130,"UCE 2 ARCHITECTURES WEB - JABAIAN Bassam - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Alt, M1-SICOM-Cla - TP"
2023-10-26T11:00:00Z,2023-10-26T14:00:00Z,2024-02-26T12:35:11Z,Cours-7115-18-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION DE CONCEPTI\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalles : Stat 6 = Info - C 129, Stat 7 = Info - C 128\nType : TP\n",2023-06-27T16:15:40Z,"Stat 6 = Info - C 129, Stat 7 = Info - C 128","UCE 4 APPLICATION DE CONCEPTI - ROUVIER Mickael - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-01-16T09:00:00Z,2024-01-16T12:00:00Z,2024-02-26T12:35:11Z,Cours-7182-30-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION DE CONCEPTI\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalles : Stat 1 = Info - C 137, Stat 2 = Info - C 136\nType : TP\n",2023-06-27T16:15:40Z,"Stat 1 = Info - C 137, Stat 2 = Info - C 136","UCE 4 APPLICATION DE CONCEPTI - ROUVIER Mickael - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2023-12-01T07:30:00Z,2023-12-01T09:00:00Z,2024-02-26T12:35:11Z,Cours-67783-23-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Cla\nSalle : S7 = C 032\nType : Evaluation\n",2023-11-27T07:13:48Z,S7 = C 032,"UCE 1 ANGLAIS (ORIENTE ENTREP - REY Carole - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Cla - Evaluation"
2024-03-19T10:30:00Z,2024-03-19T12:00:00Z,2024-02-26T12:35:11Z,Cours-71329-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 VEILLE TECHNOLOGIQUE\nEnseignant : LEFEVRE Fabrice\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2023-12-18T10:52:01Z,Stat 1 = Info - C 137,"UCE 1 VEILLE TECHNOLOGIQUE - LEFEVRE Fabrice - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-01-09T15:00:00Z,2024-01-09T18:00:00Z,2024-02-26T12:35:11Z,Cours-20569-29-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 GESTION DE PROJET\nEnseignant : COSTA Jean-pierre\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Blaise\nType : Evaluation\n",2023-11-23T12:45:19Z,Amphi Blaise,"UCE 3 GESTION DE PROJET - COSTA Jean-pierre - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla - Evaluation"
2024-01-09T10:30:00Z,2024-01-09T12:00:00Z,2024-02-26T12:35:11Z,Cours-20588-29-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 GESTION DE PROJET\nEnseignant : COSTA Jean-pierre\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Ada\nType : CM\n",2023-09-15T06:17:40Z,Amphi Ada,"UCE 3 GESTION DE PROJET - COSTA Jean-pierre - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla - CM"
2023-10-09T12:30:00Z,2023-10-09T15:30:00Z,2024-02-26T12:35:11Z,Cours-20601-16-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 2 PROGRAMMATION PARALLELE\nEnseignant : PELERIN Aurelien\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 8 = Info - C 127\nType : TP\n,2023-09-15T06:33:14Z,Stat 8 = Info - C 127,UCE 2 PROGRAMMATION PARALLELE - PELERIN Aurelien - M1-ILSEN-cla-Gr1 - TP
2023-10-18T08:00:00Z,2023-10-18T09:30:00Z,2024-02-26T12:35:11Z,Cours-29623-17-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1\nSalle : S3 = C 036\nType : TP\n,2023-09-18T07:59:12Z,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP - REY Carole - M1-ILSEN-cla-Gr1 - TP
2023-11-08T09:00:00Z,2023-11-08T10:30:00Z,2024-02-26T12:35:11Z,Cours-29623-20-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1\nSalle : S3 = C 036\nType : TP\n,2023-09-18T07:59:12Z,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP - REY Carole - M1-ILSEN-cla-Gr1 - TP
