dtstart,dtend,dtstamp,uid,description,last-modified,location,summary
2024-06-19T06:30:00Z,2024-06-19T16:00:00Z,2024-02-26T12:35:11Z,Cours-46766-52-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UE PROJET 2\nEnseignants : BENSLIMANE Abderrahim, BONASTRE Jean-Francois, FIGUEIREDO Rosa, FREDOUILLE Corinne, GOZLAN Philippe, HADDAD Majed, HAYEL Yezekael, HUET Stephane, JIMENEZ Tania, JOURLIN Pierre, LEFEVRE Fabrice, MORCHID Mohamed, NOCERA Pascal, PUY CAZCARRA Emmanuel, TORRES MORENO Juan manuel, VERNET Mathilde\nTD : M1-IA-IL-CLA, M1-IA-SI-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Cla, M1IL-CMI-cla\nSalles : S2 = C 040, S3 = C 036, S4 = C 034, S7 = C 032\nType : Oraux\nMemo : Soutenances de projet Master CERI\n",2023-10-27T07:42:59Z,"S2 = C 040, S3 = C 036, S4 = C 034, S7 = C 032","UE PROJET 2 - BENSLIMANE Abderrahim, BONASTRE Jean-Francois, FIGUEIREDO Rosa, FREDOUILLE Corinne, GOZLAN Philippe, HADDAD Majed, HAYEL Yezekael, HUET Stephane, JIMENEZ Tania, JOURLIN Pierre, LEFEVRE Fabrice, MORCHID Mohamed, NOCERA Pascal, PUY CAZCARRA Emmanuel, TORRES MORENO Juan manuel, VERNET Mathilde - M1-IA-IL-CLA, M1-IA-SI-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Cla, M1IL-CMI-cla - Oraux - Soutenances de projet Master CERI"
2024-03-20T16:30:00Z,2024-03-20T18:00:00Z,2024-02-26T12:35:11Z,Cours-74215-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION ARCHITECTUR\nEnseignant : MORCHID Mohamed\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 4 = Info - C 131\nType : TP\n",2024-01-11T10:12:37Z,Stat 4 = Info - C 131,"UCE 4 APPLICATION ARCHITECTUR - MORCHID Mohamed - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-22T08:00:00Z,2024-03-22T12:00:00Z,2024-02-26T12:35:11Z,Cours-53238-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UE PROJET 2\nEnseignants : HADDAD Majed, VERNET Mathilde\nTD : M1-IA-IL-CLA, M1-IA-SI-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Cla\nSalle : S5 = C 024\nType : CM/TD\nMemo : 1ere rencontre\n",2024-02-09T07:35:06Z,S5 = C 024,"UE PROJET 2 - HADDAD Majed, VERNET Mathilde - M1-IA-IL-CLA, M1-IA-SI-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Cla - CM/TD - 1ere rencontre"
2024-02-05T07:30:00Z,2024-02-05T10:30:00Z,2024-02-26T12:35:11Z,Cours-53277-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : FERREIRA Emmanuel\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : CM\n",2023-10-26T12:20:36Z,S4 = C 034,"UCE 1 TECHNIQUES DE TEST - FERREIRA Emmanuel - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-02-06T15:00:00Z,2024-02-06T18:00:00Z,2024-02-26T12:35:11Z,Cours-53299-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 7 = Info - C 128\nType : TP\n",2024-01-09T13:35:37Z,Stat 7 = Info - C 128,"UCE 1 TECHNIQUES DE TEST - SALAS Daniel - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-04-08T06:30:00Z,2024-04-08T08:00:00Z,2024-02-26T12:35:11Z,Cours-53314-42-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 4 = Info - C 131\nType : TP\n",2023-10-26T12:25:26Z,Stat 4 = Info - C 131,"UCE 1 TECHNIQUES DE TEST - SALAS Daniel - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-02-12T07:30:00Z,2024-02-12T10:30:00Z,2024-02-26T12:35:11Z,Cours-53317-34-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 8 = Info - C 127\nType : TP\n",2023-10-27T12:06:30Z,Stat 8 = Info - C 127,"UCE 1 TECHNIQUES DE TEST - SALAS Daniel - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-04T07:30:00Z,2024-03-04T10:30:00Z,2024-02-26T12:35:11Z,Cours-53317-37-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 6 = Info - C 129\nType : TP\n",2023-10-27T12:06:30Z,Stat 6 = Info - C 129,"UCE 1 TECHNIQUES DE TEST - SALAS Daniel - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-11T07:30:00Z,2024-03-11T10:30:00Z,2024-02-26T12:35:11Z,Cours-53317-38-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 7 = Info - C 128\nType : TP\n",2023-10-27T12:06:30Z,Stat 7 = Info - C 128,"UCE 1 TECHNIQUES DE TEST - SALAS Daniel - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-18T07:30:00Z,2024-03-18T10:30:00Z,2024-02-26T12:35:11Z,Cours-53317-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 4 = Info - C 131\nType : TP\n",2023-10-27T12:06:30Z,Stat 4 = Info - C 131,"UCE 1 TECHNIQUES DE TEST - SALAS Daniel - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-01-29T15:00:00Z,2024-01-29T18:00:00Z,2024-02-26T12:35:11Z,Cours-53326-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : SALAS Daniel\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : CM\n",2024-01-09T13:29:36Z,S4 = C 034,"UCE 1 TECHNIQUES DE TEST - SALAS Daniel - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-04-15T08:00:00Z,2024-04-15T09:30:00Z,2024-02-26T12:35:11Z,Cours-53327-43-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 TECHNIQUES DE TEST\nEnseignant : SALAS Daniel\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Amphi Ada\nType : Evaluation\n",2023-10-26T12:26:03Z,Amphi Ada,"UCE 1 TECHNIQUES DE TEST - SALAS Daniel - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - Evaluation"
2024-02-01T16:30:00Z,2024-02-01T18:00:00Z,2024-02-26T12:35:11Z,Cours-53339-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : CM\n",2023-10-26T12:33:05Z,S4 = C 034,"UCE 1 SERVEURS D'APPLICATION - NABITZ Sophie - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-02-07T16:30:00Z,2024-02-07T18:00:00Z,2024-02-26T12:35:11Z,Cours-53340-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : CM\n",2023-10-26T12:33:05Z,S4 = C 034,"UCE 1 SERVEURS D'APPLICATION - NABITZ Sophie - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-02-08T07:30:00Z,2024-02-08T09:00:00Z,2024-02-26T12:35:11Z,Cours-53341-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : CM\n",2023-10-26T12:37:07Z,S4 = C 034,"UCE 1 SERVEURS D'APPLICATION - NABITZ Sophie - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-02-01T09:00:00Z,2024-02-01T12:00:00Z,2024-02-26T12:35:11Z,Cours-53344-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 2 = Info - C 136\nType : TP\nMemo : TP3\n",2023-10-26T12:36:34Z,Stat 2 = Info - C 136,"UCE 1 SERVEURS D'APPLICATION - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP - TP3"
2024-02-01T13:30:00Z,2024-02-01T16:30:00Z,2024-02-26T12:35:11Z,Cours-53345-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 4 = Info - C 131\nType : TP\nMemo : TP4\n",2023-10-26T12:36:31Z,Stat 4 = Info - C 131,"UCE 1 SERVEURS D'APPLICATION - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP - TP4"
2024-01-31T13:30:00Z,2024-01-31T16:30:00Z,2024-02-26T12:35:11Z,Cours-53351-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 4 = Info - C 131\nType : TP\nMemo : TP2\n",2023-10-26T12:36:54Z,Stat 4 = Info - C 131,"UCE 1 SERVEURS D'APPLICATION - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP - TP2"
2024-02-07T13:30:00Z,2024-02-07T16:30:00Z,2024-02-26T12:35:11Z,Cours-53352-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 4 = Info - C 131\nType : TP\nMemo : TP6\n",2023-10-26T12:36:54Z,Stat 4 = Info - C 131,"UCE 1 SERVEURS D'APPLICATION - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP - TP6"
2024-01-31T09:00:00Z,2024-01-31T12:00:00Z,2024-02-26T12:35:11Z,Cours-53353-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 2 = Info - C 136\nType : TP\nMemo : TP1\n",2023-10-26T12:36:59Z,Stat 2 = Info - C 136,"UCE 1 SERVEURS D'APPLICATION - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP - TP1"
2024-02-07T09:00:00Z,2024-02-07T12:00:00Z,2024-02-26T12:35:11Z,Cours-53354-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 2 = Info - C 136\nType : TP\nMemo : TP5\n",2023-10-26T12:36:59Z,Stat 2 = Info - C 136,"UCE 1 SERVEURS D'APPLICATION - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP - TP5"
2024-02-08T09:00:00Z,2024-02-08T12:00:00Z,2024-02-26T12:35:11Z,Cours-53362-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 2 = Info - C 136\nType : TP\nMemo : TP7\n",2023-10-26T12:37:49Z,Stat 2 = Info - C 136,"UCE 1 SERVEURS D'APPLICATION - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP - TP7"
2024-02-08T13:30:00Z,2024-02-08T16:30:00Z,2024-02-26T12:35:11Z,Cours-53364-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 4 = Info - C 131\nType : TP\nMemo : TP8\n",2023-10-26T12:37:55Z,Stat 4 = Info - C 131,"UCE 1 SERVEURS D'APPLICATION - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP - TP8"
2024-01-31T16:30:00Z,2024-01-31T18:00:00Z,2024-02-26T12:35:11Z,Cours-53400-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : CM\n",2023-10-26T12:44:44Z,S4 = C 034,"UCE 1 SERVEURS D'APPLICATION - NABITZ Sophie - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-02-14T07:30:00Z,2024-02-14T09:00:00Z,2024-02-26T12:35:11Z,Cours-53401-34-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MIDDLEWARE\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : CM\n",2023-10-27T06:51:14Z,S4 = C 034,"UCE 2 MIDDLEWARE - NABITZ Sophie - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-02-21T09:00:00Z,2024-02-21T12:00:00Z,2024-02-26T12:35:11Z,Cours-53406-35-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 2 = Info - C 136\nType : TP\nMemo : TP9\n",2023-10-26T12:46:30Z,Stat 2 = Info - C 136,"UCE 1 SERVEURS D'APPLICATION - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP - TP9"
2024-02-21T13:30:00Z,2024-02-21T16:30:00Z,2024-02-26T12:35:11Z,Cours-53407-35-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 SERVEURS D'APPLICATION\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 4 = Info - C 131\nType : TP\nMemo : TP10\n",2023-10-26T12:46:32Z,Stat 4 = Info - C 131,"UCE 1 SERVEURS D'APPLICATION - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP - TP10"
2024-02-22T13:30:00Z,2024-02-22T16:30:00Z,2024-02-26T12:35:11Z,Cours-53412-35-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MIDDLEWARE\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 3 = Info - C 135\nType : TP\n",2023-10-27T09:05:47Z,Stat 3 = Info - C 135,"UCE 2 MIDDLEWARE - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-02-22T07:30:00Z,2024-02-22T12:00:00Z,2024-02-26T12:35:11Z,Cours-53414-35-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MIDDLEWARE\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 3 = Info - C 135\nType : TP\n",2023-10-26T12:56:13Z,Stat 3 = Info - C 135,"UCE 2 MIDDLEWARE - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-02-16T07:30:00Z,2024-02-16T12:00:00Z,2024-02-26T12:35:11Z,Cours-53471-34-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MIDDLEWARE\nEnseignant : BONNEFOY Ludovic\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 6 = Info - C 129\nType : TP\n",2024-02-16T12:07:22Z,Stat 6 = Info - C 129,"UCE 2 MIDDLEWARE - BONNEFOY Ludovic - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-08T12:00:00Z,2024-03-08T15:00:00Z,2024-02-26T12:35:11Z,Cours-80842-37-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MIDDLEWARE\nEnseignant : BONNEFOY Ludovic\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 2 = Info - C 136\nType : Evaluation\n",2024-02-16T12:12:46Z,Stat 2 = Info - C 136,"UCE 2 MIDDLEWARE - BONNEFOY Ludovic - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - Evaluation"
2024-03-07T07:30:00Z,2024-03-07T09:00:00Z,2024-02-26T12:35:11Z,Cours-53493-37-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 APPLICATIONS ORIENTEES\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S5 = C 024\nType : CM\n",2023-10-30T10:14:28Z,S5 = C 024,"UCE 3 APPLICATIONS ORIENTEES - NABITZ Sophie - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-03-07T12:00:00Z,2024-03-07T15:00:00Z,2024-02-26T12:35:11Z,Cours-53503-37-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 APPLICATIONS ORIENTEES\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S5 = C 024\nType : CM\n",2023-10-30T10:14:28Z,S5 = C 024,"UCE 3 APPLICATIONS ORIENTEES - NABITZ Sophie - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-02-15T09:00:00Z,2024-02-15T12:00:00Z,2024-02-26T12:35:11Z,Cours-53506-34-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MIDDLEWARE\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 3 = Info - C 135\nType : TP\n",2023-10-27T06:59:17Z,Stat 3 = Info - C 135,"UCE 2 MIDDLEWARE - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-14T07:30:00Z,2024-03-14T10:30:00Z,2024-02-26T12:35:11Z,Cours-53510-38-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 APPLICATIONS ORIENTEES\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2023-11-13T08:30:33Z,Stat 1 = Info - C 137,"UCE 3 APPLICATIONS ORIENTEES - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-21T13:30:00Z,2024-03-21T16:30:00Z,2024-02-26T12:35:11Z,Cours-53511-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 APPLICATIONS ORIENTEES\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2023-10-27T07:00:43Z,Stat 1 = Info - C 137,"UCE 3 APPLICATIONS ORIENTEES - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-28T13:30:00Z,2024-03-28T16:30:00Z,2024-02-26T12:35:11Z,Cours-53511-40-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 APPLICATIONS ORIENTEES\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2023-10-27T07:00:43Z,Stat 1 = Info - C 137,"UCE 3 APPLICATIONS ORIENTEES - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-28T09:00:00Z,2024-03-28T12:00:00Z,2024-02-26T12:35:11Z,Cours-53514-40-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 APPLICATIONS ORIENTEES\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2023-10-27T07:00:57Z,Stat 1 = Info - C 137,"UCE 3 APPLICATIONS ORIENTEES - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-04-04T08:00:00Z,2024-04-04T11:00:00Z,2024-02-26T12:35:11Z,Cours-53514-41-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 APPLICATIONS ORIENTEES\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2023-10-27T07:00:57Z,Stat 1 = Info - C 137,"UCE 3 APPLICATIONS ORIENTEES - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-04-04T12:30:00Z,2024-04-04T15:30:00Z,2024-02-26T12:35:11Z,Cours-53517-41-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 APPLICATIONS ORIENTEES\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2023-10-27T07:01:05Z,Stat 1 = Info - C 137,"UCE 3 APPLICATIONS ORIENTEES - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-20T09:00:00Z,2024-03-20T12:00:00Z,2024-02-26T12:35:11Z,Cours-53582-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION ARCHITECTUR\nEnseignant : MORCHID Mohamed\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 3 = Info - C 135\nType : TP\n",2023-10-27T07:33:59Z,Stat 3 = Info - C 135,"UCE 4 APPLICATION ARCHITECTUR - MORCHID Mohamed - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-25T07:30:00Z,2024-03-25T10:30:00Z,2024-02-26T12:35:11Z,Cours-53584-40-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION ARCHITECTUR\nEnseignant : MORCHID Mohamed\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2023-10-27T09:17:22Z,Stat 1 = Info - C 137,"UCE 4 APPLICATION ARCHITECTUR - MORCHID Mohamed - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-04-02T06:30:00Z,2024-04-02T09:30:00Z,2024-02-26T12:35:11Z,Cours-53585-41-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION ARCHITECTUR\nEnseignant : MORCHID Mohamed\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 4 = Info - C 131\nType : TP\n",2023-10-27T09:17:22Z,Stat 4 = Info - C 131,"UCE 4 APPLICATION ARCHITECTUR - MORCHID Mohamed - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-02-05T16:30:00Z,2024-02-05T18:00:00Z,2024-02-26T12:35:11Z,Cours-53628-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S3 = C 036\nType : TD\n",2023-10-27T08:36:49Z,S3 = C 036,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
